BASIN,SUB-BASIN,CADASTRAL,GWSI SITE ID,REG 55 No.,LATITUDE (NAD27),LONGITUDE (NAD27),SITE ELEVATION,WL DATE 2018,WL 2018,WL DATE 2008,WL 2008,WL CHANGE
WILLCOX BASIN,WILLCOX,D-16-25 16ADD2,320237109475101,512259,N 32° 2' 36.4'',W 109° 47' 49.1'',4187,11/14/2017,83.2,11/14/2007,87,3.8
WILLCOX BASIN,WILLCOX,D-16-26 02ADD,320435109394301,609041,N 32° 4' 26.7'',W 109° 39' 39.5'',4391,11/14/2017,321.1,11/14/2007,291.6,-29.5
WILLCOX BASIN,WILLCOX,D-16-26 06DDA,320403109434701,612109,N 32° 4' 6.7'',W 109° 43' 44.9'',4258,11/15/2017,402.5,11/14/2007,330.4,-72.1
WILLCOX BASIN,WILLCOX,D-16-28 04BBB,320445109302401,,N 32° 4' 40.3'',W 109° 30' 25.3'',4709,11/15/2017,342.6,11/13/2007,339,-3.6
WILLCOX BASIN,WILLCOX,D-17-26 04ADD1,315910109414501,620777,N 31° 59' 8.3'',W 109° 41' 43.4'',4300,11/14/2017,305.9,11/13/2007,273.7,-32.2
WILLCOX BASIN,WILLCOX,D-17-26 06BAD,315920109441601,805118,N 31° 59' 23.4'',W 109° 44' 14.1'',4254,11/14/2017,281.1,11/16/2007,245.7,-35.4
WILLCOX BASIN,WILLCOX,D-17-27 28BAA,315602109360701,627815,N 31° 56' 2.6'',W 109° 36' 4.7'',4427,11/14/2017,312.9,11/13/2007,253.1,-59.8
WILLCOX BASIN,WILLCOX,D-18-27 08BAC,315318109372101,648836,N 31° 53' 18.8'',W 109° 37' 13.8'',4395,11/14/2017,291.2,11/13/2007,239.7,-51.5
WILLCOX BASIN,WILLCOX,D-18-28 17BAA,315228109310301,505333,N 31° 52' 25.9'',W 109° 31' 1.9'',4742,11/14/2017,383.7,11/13/2007,379.3,-4.4
YUMA BASIN,YUMA,C-08-21 21BCA,324330114252601,612897,N 32° 43' 28.6'',W 114° 25' 26.5'',170,10/31/2017,26,11/6/2007,25.3,-0.7
YUMA BASIN,YUMA,C-09-22 17DCA,323840114320101,,N 32° 38' 39.7'',W 114° 31' 59.4'',208,10/31/2017,66.8,11/6/2007,63.5,-3.3
YUMA BASIN,YUMA,C-10-25 26CDB,323133114475501,,N 32° 31' 36.7'',W 114° 47' 55.4'',90,10/31/2017,33.6,11/7/2007,20.9,-12.7
YUMA BASIN,YUMA,C-11-24 23BCB,322737114415301,,N 32° 27' 36.8'',W 114° 41' 53.8'',160,10/31/2017,130,11/7/2007,116.5,-13.5
