BASIN,SUB-BASIN,CADASTRAL,GWSI SITE ID,REG 55 No.,LATITUDE (NAD27),LONGITUDE (NAD27),SITE ELEVATION,WL DATE 2018,WL 2018,WL DATE 1998,WL 1998,WL CHANGE
VERDE RIVER BASIN,VERDE VALLEY,A-15-04 04DDC1,344307000000000,621154,N 34° 43' 8.9'',W 111° 55' 27.8'',3355,43201,60.3,35719,58.1,-2.2
VERDE RIVER BASIN,VERDE VALLEY,A-15-04 07BCA,344244000000000,524907,N 34° 42' 44.7'',W 111° 58' 13.6'',3300,43201,48.9,35800,41.4,-7.5
VERDE RIVER BASIN,VERDE VALLEY,A-16-03 19DBD,344556000000000,525162,N 34° 45' 56.2'',W 112° 4' 5.1'',3660,43201,296.8,35719,251.2,-45.6
VERDE RIVER BASIN,VERDE VALLEY,A-16-03 36CDC,344359000000000,614257,N 34° 44' 1.21'',W 111° 59' 11'',3428.04,43172,92.56,35835,56.35,-36.21
VERDE RIVER BASIN,VERDE VALLEY,A-17-01 15CDC UNSURV,345057000000000,631883,N 34° 50' 58.2'',W 112° 14' 54.8'',4540,43179,418.3,35855,415.7,-2.6
VERDE RIVER BASIN,VERDE VALLEY,A-17-04 01ACA,345312000000000,512462,N 34° 53' 14.6'',W 111° 53' 16.8'',4435,43200,739.6,35719,723.3,-16.3
VERDE RIVER BASIN,VERDE VALLEY,A-17-04 06ADD,345302000000000,,N 34° 53' 1.2'',W 111° 58' 20.7'',4345,43200,674.2,35719,665.7,-8.5
VERDE RIVER BASIN,VERDE VALLEY,A-17-05 20CCC1,345001000000000,631803,N 34° 50' 1'',W 111° 51' 46.5'',4030,43200,397.1,35719,400.6,3.5
VERDE RIVER BASIN,VERDE VALLEY,A-17-05 33ADA1,344850000000000,614282,N 34° 48' 50.1'',W 111° 49' 47.8'',3860,43201,223.9,35719,204.3,-19.6
VERDE RIVER BASIN,VERDE VALLEY,A-18-07 15CCB2,345619000000000,630882,N 34° 56' 18.8'',W 111° 38' 55'',6455,43202,112.3,35717,75.8,-36.5
VERDE RIVER BASIN,VERDE VALLEY,A-23-05 27AAC,352108000000000,613888,N 35° 21' 8.1'',W 111° 50' 48.1'',7661,43201,712.2,35718,708.7,-3.5
VERDE RIVER BASIN,VERDE VALLEY,B-19-01 16ACB,350154000000000,645843,N 35° 1' 53.8'',W 112° 21' 59.8'',4790,43201,556.7,35720,553.4,-3.3
VIRGIN RIVER BASIN,VIRGIN RIVER,B-39-16 15DDD,364622000000000,516994,N 36° 46' 22.3'',W 114° 0' 8.3'',1936,43032,316.2,35717,311.6,-4.6
VIRGIN RIVER BASIN,VIRGIN RIVER,B-40-15 06CDD,365321000000000,540950,N 36° 53' 21.53'',W 113° 57' 25.03'',2040.93,43034,267.39,35747,266.6,-0.79
VIRGIN RIVER BASIN,VIRGIN RIVER,B-41-15 08ADA,365819000000000,536968,N 36° 58' 19.3'',W 113° 56' 7.2'',2284,43032,378.7,35717,379.7,1
VIRGIN RIVER BASIN,VIRGIN RIVER,B-41-15 28ABD,365547000000000,536967,N 36° 55' 47.4'',W 113° 55' 21.3'',2070,43032,201.1,35717,201,-0.1
WESTERN MEXICAN DRAINAGE BASIN,WESTERN MEXICAN DRAINAGE,C-17-05 17ABC2UNSURV,315702000000000,629090,N 31° 57' 1.4'',W 112° 48' 3.2'',1660,43039,351,35726,332.3,-18.7
WILLCOX BASIN,WILLCOX,D-09-23 08ABC,324018000000000,805360,N 32° 40' 20.2'',W 110° 1' 1.3'',5150,43054,248,35731,216.6,-31.4
WILLCOX BASIN,WILLCOX,D-10-23 10BBA,323511000000000,627747,N 32° 35' 12.7'',W 109° 59' 15.8'',4543,43054,431.8,35731,390.3,-41.5
WILLCOX BASIN,WILLCOX,D-11-24 30AAA,322718000000000,604191,N 32° 27' 22.3'',W 109° 55' 43.2'',4369,43054,346,35731,289.7,-56.3
WILLCOX BASIN,WILLCOX,D-12-23 14ABB,322349000000000,,N 32° 23' 53.8'',W 109° 58' 6.9'',4269,43054,242.3,35730,172.3,-70
WILLCOX BASIN,WILLCOX,D-13-24 03ADA,322008000000000,,N 32° 20' 11.8'',W 109° 52' 31.6'',4219,43052,152.1,35730,116.9,-35.2
WILLCOX BASIN,WILLCOX,D-13-24 05CCB2,321941000000000,619477,N 32° 19' 43.7'',W 109° 55' 34.2'',4221,43052,175.7,35730,138.6,-37.1
WILLCOX BASIN,WILLCOX,D-13-24 16BBB,321834000000000,805474,N 32° 18' 40.2'',W 109° 54' 33.1'',4212,43054,149.8,35730,119,-30.8
WILLCOX BASIN,WILLCOX,D-14-23 12BBB2,321414000000000,608286,N 32° 14' 15.5'',W 109° 57' 30.89'',4357,43052,302.8,35731,254.8,-48
WILLCOX BASIN,WILLCOX,D-14-24 14BBA2,321323000000000,635009,N 32° 13' 25.2'',W 109° 52' 14.9'',4170,43052,36.4,35731,32.1,-4.3
WILLCOX BASIN,WILLCOX,D-14-26 18CAA1,321303000000000,,N 32° 12' 59.9'',W 109° 43' 48.3'',4245,43054,284.1,35731,202.7,-81.4
WILLCOX BASIN,WILLCOX,D-15-24 08CDA,320830000000000,629684,N 32° 8' 22.2'',W 109° 55' 6.4'',4171,43052,77.4,35816,66.2,-11.2
WILLCOX BASIN,WILLCOX,D-15-25 25AAD,320614000000000,604416,N 32° 6' 17.6'',W 109° 44' 20.4'',4220,43054,365.3,35732,230.8,-134.5
WILLCOX BASIN,WILLCOX,D-15-26 23DCC2,320633000000000,611586,N 32° 6' 30.3'',W 109° 39' 42.8'',4460,43053,354.5,35730,328.9,-25.6
WILLCOX BASIN,WILLCOX,D-16-25 13CDD,320213000000000,609188,N 32° 2' 9.9'',W 109° 45' 12.2'',4227,43053,381.5,35732,237.7,-143.8
WILLCOX BASIN,WILLCOX,D-16-25 14AAD,320248000000000,,N 32° 2' 49.8'',W 109° 45' 43.6'',4220,43053,374.8,35732,227.7,-147.1
WILLCOX BASIN,WILLCOX,D-16-25 16ADD2,320237000000000,512259,N 32° 2' 36.4'',W 109° 47' 49.1'',4187,43053,83.2,35732,62.2,-21
WILLCOX BASIN,WILLCOX,D-16-26 02ADD,320435000000000,609041,N 32° 4' 26.7'',W 109° 39' 39.5'',4391,43053,321.1,35732,277.3,-43.8
WILLCOX BASIN,WILLCOX,D-16-26 06DDA,320403000000000,612109,N 32° 4' 6.7'',W 109° 43' 44.9'',4257.8,43054,402.5,35732,270,-132.5
WILLCOX BASIN,WILLCOX,D-16-26 14DAA,320232000000000,809034,N 32° 2' 35.4'',W 109° 39' 39.2'',4375,43053,420.7,35732,336.4,-84.3
WILLCOX BASIN,WILLCOX,D-16-28 04BBB,320445000000000,,N 32° 4' 40.3'',W 109° 30' 25.3'',4709,43054,342.6,35733,335.8,-6.8
WILLCOX BASIN,WILLCOX,D-17-26 06BAD,315920000000000,805118,N 31° 59' 23.4'',W 109° 44' 14.1'',4254,43053,281.1,35732,220.1,-61
WILLCOX BASIN,WILLCOX,D-17-27 01DAD,315858000000000,616193,N 31° 58' 56.8'',W 109° 32' 29.7'',4621,43053,275.5,35732,287.8,12.3
WILLCOX BASIN,WILLCOX,D-17-27 28BAA,315602000000000,627815,N 31° 56' 2.6'',W 109° 36' 4.7'',4427,43053,312.9,35733,220.3,-92.6
WILLCOX BASIN,WILLCOX,D-18-27 08BAC,315318000000000,648836,N 31° 53' 18.8'',W 109° 37' 13.8'',4395,43053,291.2,35816,208.5,-82.7
WILLCOX BASIN,WILLCOX,D-18-28 17BAA,315228000000000,505333,N 31° 52' 25.9'',W 109° 31' 1.9'',4742,43053,383.7,35733,375.5,-8.2
YUMA BASIN,YUMA,C-08-21 21BCA,324330000000000,612897,N 32° 43' 28.6'',W 114° 25' 26.5'',170,43039,26,35731,22.8,-3.2
YUMA BASIN,YUMA,C-08-22 25DAC3,324212000000000,,N 32° 42' 12.1'',W 114° 27' 48.3'',155,43039,20,35730,12.5,-7.5
YUMA BASIN,YUMA,C-09-22 17DCA,323840000000000,,N 32° 38' 39.7'',W 114° 31' 59.4'',208,43039,66.8,35730,55,-11.8
YUMA BASIN,YUMA,C-09-25 35CBD,323602000000000,,N 32° 36' 1.7'',W 114° 48' 4.1'',104,43039,26.9,35730,19.99,-6.91
YUMA BASIN,YUMA,C-10-25 26CDB,323133000000000,,N 32° 31' 36.7'',W 114° 47' 55.4'',90,43039,33.55,35730,11.67,-21.88
YUMA BASIN,YUMA,C-11-24 23BCB,322737000000000,,N 32° 27' 36.8'',W 114° 41' 53.8'',160,43039,130,35730,99.6,-30.4
