BASIN,SUB-BASIN,CADASTRAL,GWSI SITE ID,REG 55 No.,LATITUDE (NAD27),LONGITUDE (NAD27),SITE ELEVATION,WL DATE 2018,WL 2018,WL DATE 1998,WL 1998,WL CHANGE
AGUA FRIA BASIN,AGUA FRIA,A-09H02 23CCC,341118112075801,635573,N 34° 11' 13.5'',W 112° 8' 2.47'',3395,6/7/2018,472.9,10/13/1997,457.9,-15
AGUA FRIA BASIN,AGUA FRIA,A-11-02 09CCB,342042112094501,610557,N 34° 20' 42.6'',W 112° 9' 44.6'',3925,10/23/2017,25.6,10/13/1997,30.6,5
AGUA FRIA BASIN,AGUA FRIA,A-12-01 26BAB1,342353112134501,802822,N 34° 23' 52.8'',W 112° 13' 44.8'',4355,10/23/2017,20.6,10/13/1997,23,2.4
AGUA FRIA BASIN,AGUA FRIA,A-12-02 23BAA,342450112071801,614181,N 34° 24' 50.4'',W 112° 7' 17.1'',3700,10/23/2017,41,10/13/1997,39.7,-1.3
ARAVAIPA CANYON BASIN,ARAVAIPA CANYON,D-07-20 21BDB,324902110184901,613297,N 32° 48' 47.5'',W 110° 18' 29.7'',3515,11/15/2017,60.7,10/27/1997,52.5,-8.2
BIG SANDY BASIN,FORT ROCK,B-21-10 17CCD1,351153113214301,610506,N 35° 11' 57.5'',W 113° 21' 39.2'',5058,10/27/2017,124.7,10/13/1997,126.1,1.4
BIG SANDY BASIN,FORT ROCK,B-22-08 15CCB,351712113065401,,N 35° 17' 9.9'',W 113° 6' 53.9'',5560,10/27/2017,488.6,10/13/1997,487.8,-0.8
BIG SANDY BASIN,WIKIEUP,B-16-13 21DDD2,344220113364901,642249,N 34° 42' 23.3'',W 113° 37' 1'',2040,10/23/2017,99.8,10/13/1997,103.6,3.8
BIG SANDY BASIN,WIKIEUP,B-16-13 36CCC,344040113351001,,N 34° 40' 38.6'',W 113° 34' 46.4'',1880,10/23/2017,15.6,10/13/1997,11.3,-4.3
BIG SANDY BASIN,WIKIEUP,B-21-13 24BCD,351119000000000,614875,N 35° 11' 20.1'',W 113° 37' 8'',3620,10/26/2017,373.1,10/16/1997,373.2,0.1
BIG SANDY BASIN,WIKIEUP,B-23-13 32ACA,352010000000000,614897,N 35° 20' 20.2'',W 113° 41' 13.2'',3768,10/26/2017,270.1,10/16/1997,242.7,-27.4
BILL WILLIAMS BASIN,ALAMO RESERVOIR,B-09-09 04CBC,340852000000000,600587,N 34° 8' 52.1'',W 113° 12' 25.1'',2360,10/28/2017,635.2,11/11/1997,644.3,9.1
BILL WILLIAMS BASIN,ALAMO RESERVOIR,B-11-10 31CBA,341508000000000,809687,N 34° 15' 7.2'',W 113° 20' 40.1'',2160,10/27/2017,639.2,11/11/1997,640.8,1.6
BILL WILLIAMS BASIN,ALAMO RESERVOIR,B-11-11 31BBB1,341531113265801,614664,N 34° 15' 31'',W 113° 26' 57.9'',1350,10/27/2017,51.2,11/11/1997,52.5,1.3
BILL WILLIAMS BASIN,ALAMO RESERVOIR,B-13-13 07DDB2,342836113391301,644225,N 34° 28' 37.7'',W 113° 39' 12.5'',1770,10/24/2017,136.7,10/13/1997,140.3,3.6
BILL WILLIAMS BASIN,CLARA PEAK,B-11-16 29AAA,341624113562401,619426,N 34° 16' 27.3'',W 113° 56' 23.6'',695,10/26/2017,107.6,11/12/1997,100.7,-6.9
BILL WILLIAMS BASIN,SANTA MARIA,B-11-08 20ADB,341707113063901,614653,N 34° 17' 9.6'',W 113° 6' 54.9'',2610,10/23/2017,77.1,10/13/1997,76.2,-0.9
BILL WILLIAMS BASIN,SANTA MARIA,B-13-06 09DCD,342828112531801,625722,N 34° 28' 25.1'',W 112° 53' 14.2'',3500,10/24/2017,24.1,10/16/1997,17,-7.1
BILL WILLIAMS BASIN,SANTA MARIA,B-13-09 17BCC,342801000000000,611613,N 34° 28' 1.2'',W 113° 13' 48.1'',2590,10/23/2017,51.5,10/13/1997,45.4,-6.1
BILL WILLIAMS BASIN,SKULL VALLEY,B-13-04 21DB UNSPZ1,342709000000000,613853,N 34° 27' 10.4'',W 112° 40' 44.5'',4260,10/25/2017,106.9,10/15/1997,102.9,-4
BILL WILLIAMS BASIN,SKULL VALLEY,B-13-04 21DB UNSPZ2,342709000000000,613853,N 34° 27' 10.3'',W 112° 40' 44.6'',4260,10/25/2017,113.4,10/15/1997,109.4,-4
BILL WILLIAMS BASIN,SKULL VALLEY,B-13-04 26BCC1UNSURV,342626000000000,613867,N 34° 26' 24.9'',W 112° 39' 14.4'',4350,10/25/2017,249.5,10/15/1997,240.3,-9.2
BILL WILLIAMS BASIN,SKULL VALLEY,B-13-04 27AB UNSPZ1,342639000000000,613860,N 34° 26' 39.5'',W 112° 39' 40.4'',4366,10/25/2017,199.4,10/15/1997,224.4,25
BILL WILLIAMS BASIN,SKULL VALLEY,B-13-04 27AB UNSPZ2,342639000000000,613860,N 34° 26' 39.3'',W 112° 39' 40.4'',4360,10/25/2017,249.7,10/15/1997,253.5,3.8
BILL WILLIAMS BASIN,SKULL VALLEY,B-13-04 28DA UNSURV,342621000000000,613852,N 34° 26' 21.1'',W 112° 40' 22.5'',4215,10/25/2017,79.1,10/15/1997,73.9,-5.2
BILL WILLIAMS BASIN,SKULL VALLEY,B-14-04 22BAD,344248000000000,614731,N 34° 32' 48.5'',W 112° 40' 7.6'',4540,10/25/2017,93.3,10/15/1997,88.7,-4.6
BUTLER VALLEY BASIN,BUTLER VALLEY,B-07-15 09DDD,335729000000000,614537,N 33° 57' 27.9'',W 113° 49' 3.6'',1362,10/26/2017,101.2,11/11/1997,104.2,3
BUTLER VALLEY BASIN,BUTLER VALLEY,B-07-15 16DCC,335635000000000,,N 33° 56' 35.7'',W 113° 49' 32.3'',1346,10/25/2017,112.9,11/11/1997,94.8,-18.1
BUTLER VALLEY BASIN,BUTLER VALLEY,B-08-13 04DDD1,340333000000000,614575,N 34° 3' 33.1'',W 113° 36' 33.9'',1790,10/27/2017,514.3,11/11/1997,512.8,-1.5
BUTLER VALLEY BASIN,BUTLER VALLEY,B-08-14 20DAB,340122000000000,633680,N 34° 1' 22.3'',W 113° 44' 3.1'',1522,10/26/2017,259.9,11/11/1997,247.9,-12
BUTLER VALLEY BASIN,BUTLER VALLEY,B-08-14 23DDD,340058000000000,614576,N 34° 0' 57.1'',W 113° 40' 45.4'',1618,10/26/2017,353.2,11/11/1997,347.7,-5.5
BUTLER VALLEY BASIN,BUTLER VALLEY,B-08-14 29CDD,340004000000000,807275,N 34° 0' 4.9'',W 113° 44' 35.9'',1487,10/26/2017,227,11/11/1997,211.2,-15.8
CIENEGA CREEK BASIN,CIENEGA CREEK,D-17-18 09BCC,315816000000000,601585,N 31° 58' 16.3'',W 110° 31' 5.5'',3843,1/29/2018,92.8,11/4/1997,112.1,19.3
CIENEGA CREEK BASIN,CIENEGA CREEK,D-20-16 24DAD2,314041110392001,623562,N 31° 40' 40.5'',W 110° 39' 19.6'',4875,1/30/2018,210.8,11/4/1997,206.2,-4.6
CIENEGA CREEK BASIN,CIENEGA CREEK,D-20-17 24CDD,314026000000000,650922,N 31° 40' 26.4'',W 110° 33' 47.1'',4810,1/31/2018,154.6,11/4/1997,151.5,-3.1
CIENEGA CREEK BASIN,CIENEGA CREEK,D-20-18 17BCB,314150000000000,618570,N 31° 41' 50.5'',W 110° 32' 4.4'',4802,1/31/2018,176.4,11/4/1997,171.1,-5.3
CIENEGA CREEK BASIN,CIENEGA CREEK,D-22-15 12AAD2,313225000000000,809433,N 31° 32' 23.2'',W 110° 45' 32.6'',4034,1/30/2018,13,11/6/1997,21.6,8.6
COCONINO PLATEAU BASIN,COCONINO PLATEAU,A-25-06 20ACC,353210000000000,613880,N 35° 32' 10.2'',W 111° 46' 22.2'',6965,10/31/2017,92.8,10/15/1997,89.8,-3
DETRITAL VALLEY BASIN,DETRITAL VALLEY,B-26-20 06ACB,354027000000000,505703,N 35° 40' 18.46'',W 114° 27' 21.47'',2500,10/26/2017,461,10/14/1997,461,0
DETRITAL VALLEY BASIN,DETRITAL VALLEY,B-28-21 20ADB,354838000000000,505400,N 35° 48' 12.3'',W 114° 32' 34.9'',2347,10/26/2017,303.4,10/14/1997,304.7,1.3
DOUGLAS BASIN,DOUGLAS,D-18-26 21AAA,315142000000000,,N 31° 51' 41.5'',W 109° 41' 41.5'',4278,11/14/2017,197.7,1/19/1998,189.4,-8.3
DOUGLAS BASIN,DOUGLAS,D-20-25 09CAA,314225000000000,633787,N 31° 42' 26.9'',W 109° 47' 54.1'',4575,11/14/2017,279.1,1/29/1998,265.7,-13.4
DOUGLAS BASIN,DOUGLAS,D-23-26 12ABC,312656000000000,619562,N 31° 26' 59.6'',W 109° 39' 16.8'',4005,11/15/2017,59.8,1/20/1998,61.9,2.1
DOUGLAS BASIN,DOUGLAS,D-24-28 07DCC,312059000000000,510672,N 31° 20' 58.5'',W 109° 32' 9.1'',4040,11/16/2017,312.8,1/27/1998,299.9,-12.9
DOUGLAS BASIN,DOUGLAS INA,D-18-26 28AAA2,315042000000000,,N 31° 50' 45.4'',W 109° 41' 41.7'',4268,11/14/2017,274.5,1/27/1998,199.1,-75.4
DOUGLAS BASIN,DOUGLAS INA,D-19-26 23DAA,314557000000000,618189,N 31° 45' 56.7'',W 109° 39' 20.1'',4304,11/14/2017,434.7,1/22/1998,293.3,-141.4
DOUGLAS BASIN,DOUGLAS INA,D-19-26 33CDA,314358000000000,,N 31° 43' 55.1'',W 109° 41' 43.1'',4185,11/14/2017,171.1,1/20/1998,153.3,-17.8
DOUGLAS BASIN,DOUGLAS INA,D-20-26 17BDC,314139000000000,617290,N 31° 41' 34.5'',W 109° 42' 59.3'',4137,11/14/2017,92.3,1/29/1998,71.7,-20.6
DOUGLAS BASIN,DOUGLAS INA,D-21-26 24ABB,313550000000000,632767,N 31° 35' 51.4'',W 109° 39' 15.4'',4196,11/15/2017,200.3,1/23/1998,186.9,-13.4
DOUGLAS BASIN,DOUGLAS INA,D-21-26 32DAD,313332000000000,602706,N 31° 33' 34.09'',W 109° 42' 53.63'',4077,1/31/2018,86,1/21/1998,70.7,-15.3
DOUGLAS BASIN,DOUGLAS INA,D-22-26 02AAA,313310000000000,607540,N 31° 33' 14.9'',W 109° 39' 51.1'',4165,11/15/2017,216.7,1/21/1998,196.4,-20.3
DOUGLAS BASIN,DOUGLAS INA,D-22-26 04DAD,313242000000000,809942,N 31° 32' 41.4'',W 109° 41' 52.8'',4095,11/17/2017,137.9,1/22/1998,115.2,-22.7
DOUGLAS BASIN,DOUGLAS INA,D-22-26 29BCC1,312923000000000,,N 31° 29' 20.7'',W 109° 43' 51.3'',4059,11/28/2017,65.8,1/21/1998,61.6,-4.2
DOUGLAS BASIN,DOUGLAS INA,D-22-26 31CCC,312803000000000,624411,N 31° 28' 1.8'',W 109° 44' 47.8'',4090,11/15/2017,81.2,1/21/1998,78.7,-2.5
DOUGLAS BASIN,DOUGLAS INA,D-23-26 13CCC1,312527000000000,625680,N 31° 25' 24.3'',W 109° 39' 43.8'',4009,11/15/2017,69.5,1/20/1998,66.2,-3.3
DOUGLAS BASIN,DOUGLAS INA,D-23-27 09DAB,312638000000000,617653,N 31° 26' 39.9'',W 109° 35' 56.8'',4055,11/16/2017,228.5,1/21/1998,196.7,-31.8
DOUGLAS BASIN,DOUGLAS INA,D-23-27 22DDA2,312433000000000,,N 31° 24' 35.8'',W 109° 34' 48.1'',4042,11/16/2017,250.1,1/21/1998,211.5,-38.6
DOUGLAS BASIN,DOUGLAS INA,D-23-28 31CCC,312248000000000,,N 31° 22' 45.3'',W 109° 32' 37.3'',4042,11/16/2017,341.7,1/22/1998,281.2,-60.5
DRIPPING SPRING WASH BASIN,DRIPPING SPRING WASH,D-03-15 29AAB,330858000000000,624276,N 33° 8' 57.3'',W 110° 49' 48.1'',2715,11/13/2017,101.6,10/20/1997,96.2,-5.4
DRIPPING SPRING WASH BASIN,DRIPPING SPRING WASH,D-03-15 29BBD,330845000000000,607669,N 33° 8' 42.8'',W 110° 50' 17.1'',2710,11/13/2017,91.8,10/20/1997,81.5,-10.3
DUNCAN VALLEY BASIN,DUNCAN VALLEY,D-06-30 01BAA,325655000000000,637316,N 32° 56' 50.79'',W 109° 13' 47.5'',3645,11/14/2017,192,10/30/1997,191.2,-0.8
DUNCAN VALLEY BASIN,DUNCAN VALLEY,D-07-31 04BCC,325114000000000,,N 32° 51' 24.79'',W 109° 10' 57.2'',3544,11/14/2017,27.2,10/30/1997,24.7,-2.5
DUNCAN VALLEY BASIN,DUNCAN VALLEY,D-07-31 34BAC,324707000000000,,N 32° 47' 7.69'',W 109° 9' 38.59'',3590,11/14/2017,47.9,10/30/1997,29.4,-18.5
DUNCAN VALLEY BASIN,DUNCAN VALLEY,D-08-32 18CCD,324348000000000,628601,N 32° 43' 48.59'',W 109° 6' 46.7'',3655,11/14/2017,22.7,10/30/1997,20.3,-2.4
DUNCAN VALLEY BASIN,DUNCAN VALLEY,D-08-32 20ABB,324355000000000,,N 32° 43' 46.29'',W 109° 5' 20.6'',3705,11/14/2017,70.5,10/30/1997,63.9,-6.6
DUNCAN VALLEY BASIN,DUNCAN VALLEY,D-09-32 15BBB,323922000000000,637313,N 32° 39' 22.79'',W 109° 3' 44.7'',3810,11/14/2017,129.3,10/30/1997,129.2,-0.1
GILA BEND BASIN,GILA BEND,C-02-04 32ADA,331246000000000,,N 33° 12' 50.4'',W 112° 41' 3.5'',822,10/31/2017,349.2,11/10/1997,205.8,-143.4
GILA BEND BASIN,GILA BEND,C-03-04 19CCD,330847000000000,612571,N 33° 8' 43'',W 112° 42' 58.1'',710,10/30/2017,240.6,11/10/1997,77.1,-163.5
GILA BEND BASIN,GILA BEND,C-03-05 02CBB,331143000000000,,N 33° 11' 47'',W 112° 45' 8.7'',730,10/30/2017,150.7,10/24/1997,19.5,-131.2
GILA BEND BASIN,GILA BEND,C-04-07 34CDC,330143000000000,628201,N 33° 1' 39.4'',W 112° 58' 22.2'',580,11/2/2017,42.2,11/11/1997,23.6,-18.6
GILA BEND BASIN,GILA BEND,C-05-03 29AAA,325813000000000,,N 32° 58' 12.8'',W 112° 34' 52.8'',1015,11/1/2017,499.9,11/10/1997,434.6,-65.3
GILA BEND BASIN,GILA BEND,C-05-04 10CBC,330020000000000,622319,N 33° 0' 18'',W 112° 39' 48.6'',738,10/31/2017,282.6,11/10/1997,169.5,-113.1
GILA BEND BASIN,GILA BEND,C-05-05 20DCD,325816000000000,809667,N 32° 58' 18.1'',W 112° 47' 32.2'',659,11/3/2017,148.3,11/12/1997,83.8,-64.5
GILA BEND BASIN,GILA BEND,C-06-03 02ADD,325605000000000,807428,N 32° 56' 5.3'',W 112° 31' 49.5'',1221,11/3/2017,668.4,11/12/1997,633.9,-34.5
GILA BEND BASIN,GILA BEND,C-06-04 12CDD,325450000000000,650671,N 32° 54' 50.8'',W 112° 37' 21.4'',973,11/3/2017,452.2,11/12/1997,410.8,-41.4
GILA BEND BASIN,GILA BEND,C-06-05 01BAA,325627000000000,622353,N 32° 56' 25.3'',W 112° 43' 31.4'',738,11/1/2017,276.6,11/11/1997,172,-104.6
GILA BEND BASIN,GILA BEND,C-06-05 02DDD,325543000000000,622362,N 32° 55' 43.7'',W 112° 44' 2.1'',755,11/1/2017,242.3,11/11/1997,192.1,-50.2
GILA BEND BASIN,GILA BEND,C-07-06 08CDD1,324934000000000,611789,N 32° 49' 34.09'',W 112° 53' 51.5'',812,11/2/2017,302.3,11/11/1997,289.2,-13.1
GRAND WASH BASIN,GRAND WASH,B-36-15 25DCD,362908000000000,801704,N 36° 29' 7.9'',W 113° 50' 57.1'',2739,10/25/2017,507.7,10/15/1997,507.7,0
HARQUAHALA BASIN,HARQUAHALA INA,B-01-08 19BCC,332450000000000,600200,N 33° 24' 50.2'',W 113° 7' 34.9'',1093,11/1/2017,27.1,11/25/1997,25.5,-1.6
HARQUAHALA BASIN,HARQUAHALA INA,B-01-09 05ABC,332743000000000,805455,N 33° 27' 42.4'',W 113° 12' 15.1'',1172,10/31/2017,84.8,11/25/1997,110.5,25.7
HARQUAHALA BASIN,HARQUAHALA INA,B-01-09 10BBB,332658000000000,800152,N 33° 26' 57.6'',W 113° 10' 36.5'',1148,10/31/2017,428.2,11/25/1997,386.5,-41.7
HARQUAHALA BASIN,HARQUAHALA INA,B-01-09 20BBB,332513000000000,616571,N 33° 25' 13.8'',W 113° 12' 46.3'',1175,10/31/2017,83,11/25/1997,68.2,-14.8
HARQUAHALA BASIN,HARQUAHALA INA,B-01-09 24DBB,332449000000000,635439,N 33° 24' 48.9'',W 113° 8' 6.6'',1100,11/1/2017,240,11/25/1997,383.6,143.6
HARQUAHALA BASIN,HARQUAHALA INA,B-01-09 29BCC,332357000000000,603852,N 33° 23' 57.7'',W 113° 12' 46.4'',1183,10/31/2017,531.3,11/25/1997,466,-65.3
HARQUAHALA BASIN,HARQUAHALA INA,B-02-08 17CAA,333057000000000,,N 33° 30' 54.7'',W 113° 6' 3.2'',1180,10/31/2017,520.8,11/24/1997,414.6,-106.2
HARQUAHALA BASIN,HARQUAHALA INA,B-02-09 07ABB,333212000000000,627169,N 33° 32' 12.5'',W 113° 13' 17.8'',1260,10/31/2017,300.8,11/24/1997,299.9,-0.9
HARQUAHALA BASIN,HARQUAHALA INA,B-02-09 23ABB,333027000000000,611131,N 33° 30' 28.5'',W 113° 9' 8.2'',1169,10/31/2017,69.9,11/24/1997,83,13.1
HARQUAHALA BASIN,HARQUAHALA INA,B-02-09 35CBB,332819000000000,803520,N 33° 28' 17.9'',W 113° 9' 38.5'',1142,10/31/2017,42.4,11/25/1997,22.1,-20.3
HARQUAHALA BASIN,HARQUAHALA INA,B-02-10 05ABB,333301000000000,648614,N 33° 33' 0.35'',W 113° 18' 27.92'',1330,2/27/2018,377.7,2/11/1998,402.7,25
HARQUAHALA BASIN,HARQUAHALA INA,B-03-11 01BCB,333802000000000,520474,N 33° 37' 57.8'',W 113° 21' 4.3'',1490,10/30/2017,505.8,11/24/1997,532.2,26.4
HARQUAHALA BASIN,HARQUAHALA INA,B-03-13 28ADC,333425000000000,603145,N 33° 34' 27.4'',W 113° 35' 49.8'',1338,10/30/2017,317.2,10/30/1997,315,-2.2
HARQUAHALA BASIN,HARQUAHALA INA,B-04-12 04BBD,334326000000000,,N 33° 43' 19'',W 113° 30' 27.4'',1664,10/30/2017,493.2,11/24/1997,452.4,-40.8
HARQUAHALA BASIN,HARQUAHALA INA,C-01-08 04BDA1,332216000000000,,N 33° 22' 18.8'',W 113° 5' 1.1'',1065,11/1/2017,377.3,11/25/1997,332.9,-44.4
HARQUAHALA BASIN,HARQUAHALA INA,C-01-08 06DCC,332149000000000,606843,N 33° 21' 46.59'',W 113° 6' 59.59'',1076,11/1/2017,385.8,11/25/1997,351.9,-33.9
HARQUAHALA BASIN,HARQUAHALA INA,C-01-08 14DDD,332005000000000,,N 33° 20' 3.3'',W 113° 2' 23.6'',991,11/1/2017,244.3,11/25/1997,237.6,-6.7
HARQUAHALA BASIN,HARQUAHALA INA,C-01-08 34BCD,331753000000000,634099,N 33° 17' 51.7'',W 113° 4' 16.5'',1054,11/1/2017,221.3,11/25/1997,211.2,-10.1
HARQUAHALA BASIN,HARQUAHALA INA,C-01-09 18ACB,332040000000000,625970,N 33° 20' 41.3'',W 113° 13' 11.3'',1305,11/2/2017,626.4,11/12/1997,590.9,-35.5
HUALAPAI VALLEY BASIN,HUALAPAI VALLEY,B-22-16 03CBB,351907000000000,805941,N 35° 19' 8.5'',W 113° 58' 26.2'',3325,10/25/2017,590.5,10/13/1997,562.2,-28.3
HUALAPAI VALLEY BASIN,HUALAPAI VALLEY,B-24-14 28CAD,352555000000000,624981,N 35° 25' 58.78'',W 113° 46' 18.93'',3354,10/26/2017,543.2,10/16/1997,544.1,0.9
HUALAPAI VALLEY BASIN,HUALAPAI VALLEY,B-28-17 31CCC1,354552000000000,805894,N 35° 45' 50.6'',W 114° 8' 55.8'',3004,10/24/2017,651.3,10/14/1997,653.4,2.1
KANAB PLATEAU BASIN,KANAB PLATEAU,B-40-04 06AAC,365403000000000,,N 36° 54' 3.8'',W 112° 45' 25.5'',5140,10/24/2017,89,10/16/1997,84.5,-4.5
LAKE MOHAVE BASIN,LAKE MOHAVE,B-21-21 21CBB,351120000000000,,N 35° 11' 22.9'',W 114° 32' 1'',980,10/26/2017,336,10/14/1997,354.9,18.9
LITTLE COLORADO RIVER PLATEAU BASIN,JOSEPH CITY INA,A-17-20 06ACB,345414000000000,620722,N 34° 54' 11.6'',W 110° 15' 36.4'',5040,11/1/2017,28.6,10/15/1997,16.3,-12.3
LITTLE COLORADO RIVER PLATEAU BASIN,JOSEPH CITY INA,A-17-20 26DBC,345023000000000,632990,N 34° 50' 21.54'',W 110° 11' 11.04'',5362,10/12/2017,308.6,10/13/1997,302.2,-6.4
LITTLE COLORADO RIVER PLATEAU BASIN,JOSEPH CITY INA,A-18-19 23DBD,345635000000000,,N 34° 56' 32.2'',W 110° 17' 21.6'',5030,11/1/2017,47.8,10/15/1997,36.8,-11
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-07-27 01CDB,340135000000000,,N 34° 1' 35'',W 109° 26' 59.9'',8255,10/25/2017,25.2,10/16/1997,29.3,4.1
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-07-30 14BDD,340010000000000,,N 34° 0' 6.6'',W 109° 8' 59.6'',8032,10/25/2017,160.3,10/16/1997,155.8,-4.5
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-09-22 36CBC2,340752000000000,620708,N 34° 7' 52.1'',W 109° 58' 16.5'',6748,10/26/2017,29.4,10/17/1997,29.5,0.1
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-10-22 30ABA,341429000000000,620773,N 34° 14' 29.5'',W 110° 2' 53'',6520,10/26/2017,543.3,10/17/1997,531.8,-11.5
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-10-25 22BBD2,341516000000000,532224,N 34° 15' 15.7'',W 109° 41' 24.5'',6931,10/26/2017,273.8,10/15/1997,267,-6.9
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-11-25 18DCA,342044000000000,806050,N 34° 20' 47.4'',W 109° 43' 54.5'',6422,10/24/2017,29.3,10/15/1997,26.8,-2.5
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-11-28 22BDD2,342024000000000,85863,N 34° 20' 18.53'',W 109° 22' 2.42'',6062,10/11/2017,116.5,10/15/1997,77,-39.5
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-11-29 20ABB,342033000000000,611373,N 34° 20' 33.4'',W 109° 17' 37.6'',6521,10/24/2017,645.4,10/16/1997,560.6,-84.9
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-13-21 24CBC,343009000000000,604441,N 34° 30' 9.5'',W 110° 4' 35.5'',5618,10/23/2017,96.6,10/13/1997,94.7,-1.9
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-13-21 34DCC2,342811000000000,649164,N 34° 28' 10.6'',W 110° 6' 12.6'',5658,10/25/2017,121.1,10/13/1997,139.1,18
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-13-28 29BCD,343015000000000,,N 34° 30' 15.1'',W 109° 23' 47.7'',5790,10/24/2017,24,10/14/1997,11.7,-12.3
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-14-11 09ADC,343655000000000,637397,N 34° 36' 55.6'',W 111° 11' 13'',6905,10/30/2017,513,10/17/1997,507.5,-5.5
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-14-26E18CBD2,343637000000000,,N 34° 36' 36.2'',W 109° 37' 52.4'',5433,10/24/2017,33.7,10/14/1997,37.3,3.7
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-15-12 15DDC,344058000000000,631365,N 34° 40' 58'',W 111° 3' 31.2'',6503,10/30/2017,664.6,10/17/1997,669.3,4.7
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-15-23 28DCC1,343950000000000,618874,N 34° 39' 47.4'',W 109° 54' 37.7'',5352,11/2/2017,34,10/13/1997,44.4,10.4
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-17-14 17ADD,345223000000000,613985,N 34° 52' 22.2'',W 110° 52' 23.9'',5540,10/30/2017,404,10/16/1997,404.7,0.7
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-17-21 10CBA,345310000000000,,N 34° 53' 12.36'',W 110° 6' 24.96'',5141,10/19/2017,57.4,10/14/1997,54.5,-2.9
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-18-23 07BAA,345901000000000,621425,N 34° 58' 55.5'',W 109° 56' 37.4'',5235,11/1/2017,30.1,10/14/1997,28.1,-2
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-19-16 06CDB1,350417000000000,85761,N 35° 4' 15.2'',W 110° 41' 40.9'',4830,10/30/2017,45.3,10/16/1997,41.3,-4
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-19-19 33CCB,345955000000000,521996,N 35° 0' 0.6'',W 110° 20' 19.6'',5150,11/1/2017,35.9,10/15/1997,37.7,1.8
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-21-27 25BBD2,351149000000000,628733,N 35° 11' 48.6'',W 109° 26' 8.6'',5785,11/1/2017,63.2,10/14/1997,56.9,-6.3
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-21-28 23AAC,351224000000000,806189,N 35° 12' 28.2'',W 109° 20' 9.3'',5825,11/1/2017,44,10/13/1997,39.9,-4.1
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-22-06 23DBC3,351620000000000,644021,N 35° 16' 22.5'',W 111° 43' 34.4'',7332,1/25/2018,117.2,2/12/1998,122.1,4.9
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-22-06 25BBC1,351556000000000,,N 35° 15' 56.9'',W 111° 43' 4.8'',7322,1/25/2018,183.5,2/12/1998,183,-0.5
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-22-06 25CAB3,351537000000000,600511,N 35° 15' 38.5'',W 111° 42' 45.9'',7310,10/17/2017,163.1,11/12/1997,160.4,-2.7
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-22-06 26BDB1,351551000000000,608396,N 35° 15' 51'',W 111° 43' 47.4'',7300,10/17/2017,66.9,11/12/1997,71.1,4.2
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-22-06 26DDC2,351520000000000,509491,N 35° 15' 21.3'',W 111° 43' 21.1'',7350,10/17/2017,125.2,11/12/1997,124.1,-1.1
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-22-06 27DCB2,351523000000000,647022,N 35° 15' 22.2'',W 111° 44' 38'',7318,1/25/2018,55.1,2/12/1998,50.7,-4.4
LITTLE COLORADO RIVER PLATEAU BASIN,LITTLE COLORADO RIVER,A-22-07 32CBB,351442000000000,808126,N 35° 14' 41.6'',W 111° 41' 0.1'',7175,10/31/2017,79.9,10/15/1997,133.9,54
